Sentence,Event
brokerage firm ups stake in allegheny ltag the new york brokerage firm of spear leeds and kellogg told the securities and exchange commission it had increased its preferred stock in allegheny international inc to 86 pct from 7 pct,general
peter greenbaum of smith barney harris upham and co inc expects a one pct rise in income led by a strong gain in wage and salary disbursements in february,earnings
the recent attempt by jacobs suchard ag ltjaczz to take over hero conserven lenzburg ltherzz had shown the limits of a 1961 pledge by the banks not to sell registered shares to someone who was not eligible according to the companys statutes,general
it is also distributing a new product called sapiens which is artificial intelligence computer language for use by major corporations,general
in annual average terms inflation would fall to two pct in 1988 from 25 pct this year and 27 pct last year it said,rate_change
february sales for major us,earnings
dealers restrained their underlying bearishness and squared positions ahead of wednesdays meeting of the finance ministers and central bankers of the top seven industrialized nations in washington,rate_change
he added takeovers and mergers had an important role to play in furthering economies of scale integration and more efficient market penetration,merger
herringtons proposal was reported by the washington post to have been made in a letter to reagan submitting a study that found the united states would be importing half of its oil by the 1990s threatening us national security,general
freddie mac adjusts shortterm discount rates the federal home loan mortgage corp adjusted the rates on its shortterm discount notes as follows maturity rate old rate maturity 31 days 595 pct 600 pct 32 days,rate_change
sales decline would probably bottom out in 1987,earnings
the group earlier reported a 19 pct rise in profits to 139 billion which sheehy said was achieved without any help from exchange rate fluctuations or acquisitions,earnings
the company said its was served the suit in minneapolis on march 31 the day after it announced its definitive merger agreement with bristolmyers,merger
lttridel enterprises inc year net shr 105 dlrs vs 51 cts net 8500000 vs 4100000 revs 1832 mln vs 1366 mln,general
we will have a good bill and an effective bill he told reporters,general
weizsaecker is hosting a dinner tonight for paz estenssoro and had invited both lechin and victor lopez the miners federation top leader,rate_change
the new china news agency said an agreement to resume the business was signed by the two sides on wednesday in shanghai where three soviet commercial vessels were being repaired,general
until now mannesmann has said only that it wanted to buy a 375 pct stake in fichtel from the heirs of ernst wilhelm sachs the grandson of the firms founder,general
canamax to acquire krezmar gold property stake ltcanamax resources inc said it agreed to acquire the 50 pct interest it does not already own in the krezmar gold property near wawa ontario by paying nine mln dlrs to ltalgoma steel corp ltd and granting algoma a four pct net smelter return royalty which is payable after payback,merger
ionics inc ltion 4th qtr net shr 11 cts vs 24 cts net 419000 vs 938000 revs 162 mln vs 169 mln year shr 25 cts vs 95 cts net 952000 vs 3001000 revs 646 mln vs 688 mln backlog 303 mln vs 319 mln note 1986 net includes nonrecurring gain 383000 dlrs in quarter and charge 175000 dlrs in year,general
the degree of success or failure of a takeover has not in my experience depended on whether or not the takeover was contested he said,merger
